reasoning,labels,feature_cap,n_train,seed,key,dataset,task_type,target_idx,model,llm_unparsed_frac,proba_degenerate,accuracy,precision,recall,f1_score,f1_macro,balanced_accuracy,cohen_kappa,matthews_corrcoef,roc_auc,log_loss
off,hidden,32,10,0,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.55,0.6220156555772995,0.55,0.4566361556064073,0.4508009153318077,0.539712320200125,0.0810465858328014,0.1404976431530757,,
off,hidden,32,10,0,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.45,0.4491829038340666,0.45,0.4493107769423557,0.4486215538847117,0.4490306441525953,-0.1020663744520977,-0.1021946787310326,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,RF,,False,0.48,0.4444444444444444,0.48,0.3809523809523809,0.3809523809523809,0.48,-0.04,-0.0666666666666666,0.5851999999999999,0.7208271647973754
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,REALTABPFN-V2,,False,0.51,0.5255362614913177,0.51,0.4221016629319495,0.4221016629319495,0.51,0.02,0.0319601386050296,0.639,0.7084986610113768
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,GEMMA,0.0,True,0.52,0.5372023809523809,0.52,0.457259158751696,0.457259158751696,0.52,0.04,0.0545544725589981,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,QWEN,0.0,True,0.45,0.4246534056660638,0.45,0.3994977617643848,0.3994977617643848,0.45,-0.1,-0.122757154035059,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-QWEN3-8B,0.0,True,0.49,0.4822820694542876,0.49,0.4276736617663562,0.4276736617663562,0.49,-0.02,-0.0266217434032501,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-LLAMA-3.1-8B,0.0,True,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.51,0.7525252525252526,0.51,0.3551783129359126,0.3551783129359126,0.51,0.02,0.1005037815259212,,
off,hidden,32,10,0,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.5,0.5,0.5,0.4900040799673603,0.4900040799673603,0.5,0.0,0.0,,
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,RF,,False,0.5,0.5,0.5,0.4694397283531409,0.4694397283531409,0.5,0.0,0.0,0.5314,0.7109821488270944
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,REALTABPFN-V2,,False,0.46,0.4375,0.46,0.4065934065934066,0.4065934065934066,0.46,-0.08,-0.1,0.546,0.718009341008579
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,GEMMA,0.0,True,0.59,0.5903251706142112,0.59,0.5896306676008407,0.5896306676008407,0.5900000000000001,0.18,0.1803248774326937,,
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,QWEN,0.0,True,0.51,0.5116877045348294,0.51,0.4916485112563544,0.4916485112563544,0.51,0.02,0.0216219375032205,,
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-QWEN3-8B,0.0,True,0.51,0.5305250305250305,0.51,0.4109868974636375,0.4109868974636375,0.51,0.02,0.0349428278907306,,
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.52,0.5222816399286988,0.52,0.5073891625615763,0.5073891625615763,0.52,0.04,0.0422200330920749,,
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.51,0.5859106529209622,0.51,0.3710691823899371,0.3710691823899371,0.51,0.02,0.0586210381760549,,
off,hidden,32,10,0,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.51,0.5100040016006403,0.51,0.5099509950995099,0.50995099509951,0.51,0.02,0.0200040012004001,,
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,RF,,False,0.47,0.423391215526047,0.47,0.3749262884774149,0.3749262884774148,0.47,-0.06,-0.0958804158150889,0.4375999999999999,0.7749494789451872
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,REALTABPFN-V2,,False,0.47,0.4084249084249084,0.47,0.3629041952157711,0.3629041952157711,0.47,-0.06,-0.1048284836721918,0.424,0.7319774640071443
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,GEMMA,0.0,True,0.48,0.4751984126984127,0.48,0.4535519125683059,0.4535519125683059,0.48,-0.04,-0.0445435403187374,,
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,QWEN,0.0,True,0.55,0.5516742455560149,0.55,0.5463252343986289,0.5463252343986289,0.55,0.0999999999999999,0.1016604599202805,,
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-QWEN3-8B,0.0,True,0.49,0.4744637385086823,0.49,0.3985139757046821,0.3985139757046821,0.49,-0.02,-0.0319601386050296,,
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.42,0.4166666666666667,0.42,0.4141414141414141,0.4141414141414141,0.42,-0.1599999999999999,-0.1632993161855452,,
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.42,0.4131944444444444,0.4200000000000001,0.4084047327621378,0.4084047327621379,0.42,-0.1599999999999999,-0.1666666666666666,,
off,hidden,32,10,0,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.5,0.5,0.5,0.4967793880837359,0.4967793880837359,0.5,0.0,0.0,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,DUMMY,,False,0.5125,0.26265625,0.5125,0.3473140495867768,0.3388429752066115,0.5,0.0,0.0,0.5,0.719031120831656
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,RF,,False,0.6,0.6885375494071146,0.6,0.5389090909090909,0.5345454545454545,0.5909943714821764,0.1852323360916614,0.2641483298980213,0.7048155096935584,0.658616627769996
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,REALTABPFN-V2,,False,0.725,0.745335429769392,0.725,0.7175531914893617,0.7163120567375887,0.7210756722951845,0.4454946439823566,0.4673856400935015,0.8292682926829269,0.5861453114135715
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,GEMMA,0.0,True,0.5125,0.5094907407407407,0.5125,0.4971052631578948,0.4947368421052631,0.508130081300813,0.0163934426229508,0.0173526402098451,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,QWEN,0.0,True,0.4375,0.3630514705882353,0.4375,0.3582703723691312,0.3524015110631409,0.4287054409005628,-0.1450381679389314,-0.1996022974411946,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-QWEN3-8B,0.0,True,0.475,0.4766763378465506,0.475,0.4710402262727844,0.4720301697045883,0.4771732332707942,-0.0454262601120101,-0.0463545884188572,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.5125,0.512202380952381,0.5125,0.5122711625723675,0.5118134877171022,0.5118824265165729,0.0237797246558197,0.0237871779352347,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-QWEN3-30B-A3B,0.0,True,0.5375,0.5439166666666667,0.5375,0.5302539958854249,0.531571451178984,0.540650406504065,0.0807453416149068,0.0839408747911564,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-GEMMA-3-27B,0.0,True,0.5,0.4897292250233426,0.5,0.4546703296703297,0.4505494505494505,0.4928080050031269,-0.0145846544071022,-0.0175755477434932,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-LLAMA-3.1-8B,0.0,True,0.5125,0.26265625,0.5125,0.3473140495867768,0.3388429752066115,0.5,0.0,0.0,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.5,0.4686888454011741,0.5,0.3962623951182303,0.3897787948131198,0.4896810506566604,-0.0210593490746651,-0.0365072616067047,,
off,hidden,32,10,1,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.425,0.4210348162475822,0.425,0.4206439393939394,0.4191919191919192,0.4227642276422764,-0.1550533584431888,-0.1568436073898319,,
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,RF,,False,0.5,0.5,0.5,0.4255514705882353,0.4255514705882353,0.5,0.0,0.0,0.4887999999999999,0.746387359539408
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,REALTABPFN-V2,,False,0.49,0.4837556855100715,0.49,0.4357782940590773,0.4357782940590773,0.49,-0.02,-0.025490637096729,0.4448,0.798079787711435
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,GEMMA,0.0,True,0.54,0.5459558823529411,0.54,0.524596940884663,0.5245969408846631,0.54,0.0799999999999999,0.0857492925712544,,
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,QWEN,0.0,True,0.48,0.462797619047619,0.48,0.4120307553143374,0.4120307553143374,0.48,-0.04,-0.0545544725589981,,
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-QWEN3-8B,0.0,True,0.49,0.2474747474747475,0.49,0.3288590604026846,0.3288590604026846,0.49,-0.02,-0.1005037815259212,,
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.49,0.4883122954651706,0.49,0.4708994708994709,0.4708994708994709,0.49,-0.02,-0.0216219375032205,,
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.49,0.2474747474747475,0.49,0.3288590604026846,0.3288590604026846,0.49,-0.02,-0.1005037815259212,,
off,hidden,32,10,1,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.49,0.4866666666666667,0.49,0.4559999999999999,0.4559999999999999,0.49,-0.02,-0.023094010767585,,
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,RF,,False,0.47,0.4619482496194824,0.47,0.440397001372611,0.4403970013726111,0.47,-0.06,-0.0675737378399485,0.4894,0.7318665748725585
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,REALTABPFN-V2,,False,0.45,0.4483257544439851,0.45,0.4455086198205464,0.4455086198205464,0.45,-0.1,-0.1016604599202805,0.436,0.8052234096290666
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,GEMMA,0.0,True,0.54,0.5548245614035088,0.54,0.5066495066495067,0.5066495066495067,0.54,0.0799999999999999,0.0936585811581694,,
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,QWEN,0.0,True,0.5,0.5,0.5,0.4505494505494505,0.4505494505494505,0.5,0.0,0.0,,
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-QWEN3-8B,0.0,True,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,,
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.53,0.5423489553924337,0.53,0.4930428217020817,0.4930428217020817,0.53,0.06,0.0712872684782636,,
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.45,0.3079877112135176,0.45,0.3252361673414304,0.3252361673414305,0.45,-0.1,-0.1959654504174051,,
off,hidden,32,10,1,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.5,0.5,0.5,0.4926948051948052,0.4926948051948052,0.5,0.0,0.0,,
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.725416441128731
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,RF,,False,0.53,0.5663129973474801,0.53,0.4554512802687985,0.4554512802687985,0.53,0.06,0.0892051550175078,0.5953999999999999,0.7129779719018147
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,REALTABPFN-V2,,False,0.55,0.6276813074565883,0.55,0.4692770373864842,0.4692770373864843,0.5499999999999999,0.0999999999999999,0.1598006930251482,0.6738000000000001,0.6782059704790592
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,GEMMA,0.0,True,0.57,0.5933333333333333,0.57,0.5413333333333334,0.5413333333333333,0.57,0.14,0.1616580753730952,,
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,QWEN,0.0,True,0.57,0.6547303271441203,0.57,0.5017958521608157,0.5017958521608157,0.57,0.14,0.2081453617075184,,
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-QWEN3-8B,0.0,True,0.45,0.4392909179213209,0.45,0.4246260069044879,0.4246260069044879,0.45,-0.1,-0.1101899106803149,,
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.6,0.6061120543293719,0.6,0.5941558441558442,0.5941558441558441,0.6,0.1999999999999999,0.2060214108575822,,
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,,
off,hidden,32,10,1,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.61,0.6100440176070429,0.61,0.60996099609961,0.60996099609961,0.61,0.2199999999999999,0.2200440132044015,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287309
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,RF,,False,0.4875,0.4860237596086653,0.4875,0.4735997432193869,0.4735997432193869,0.4875,-0.0249999999999999,-0.0264350528572714,0.451875,0.7680689280325768
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,REALTABPFN-V2,,False,0.4375,0.4137187230371009,0.4375,0.3958717905688874,0.3958717905688874,0.4375,-0.125,-0.1468683738615116,0.3981249999999999,0.7746392003188832
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,GEMMA,0.0,True,0.4875,0.4871050934880722,0.4875,0.4835458982837348,0.4835458982837348,0.4875,-0.0249999999999999,-0.0253918358059512,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,QWEN,0.0,True,0.5,0.5,0.5,0.4409503843466107,0.4409503843466107,0.5,0.0,0.0,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-QWEN3-8B,0.0,True,0.475,0.4567099567099567,0.475,0.4129979035639413,0.4129979035639413,0.475,-0.05,-0.0657951694959769,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.45,0.448849104859335,0.45,0.4468887492143306,0.4468887492143306,0.45,-0.1,-0.1011443474848347,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-QWEN3-30B-A3B,0.0,True,0.5375,0.5405679513184584,0.5375,0.5285873546743112,0.5285873546743112,0.5375000000000001,0.0749999999999999,0.0780076451238515,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-GEMMA-3-27B,0.0,True,0.3875,0.3782961460446247,0.3875,0.3756967670011148,0.3756967670011149,0.3875,-0.2250000000000001,-0.2340229353715547,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-LLAMA-3.1-8B,0.0,True,0.5,0.5,0.5,0.4590939824205544,0.4590939824205544,0.5,0.0,0.0,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.4875,0.4736495388669302,0.4875,0.4099658211908616,0.4099658211908616,0.4875,-0.0249999999999999,-0.0362977004320313,,
off,hidden,32,10,2,synthetic_sparse_0,synthetic_sparse,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.45,0.421875,0.45,0.3956043956043955,0.3956043956043956,0.45,-0.1,-0.125,,
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,RF,,False,0.54,0.5548245614035088,0.54,0.5066495066495067,0.5066495066495067,0.54,0.0799999999999999,0.0936585811581694,0.6178,0.6823343263546345
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,REALTABPFN-V2,,False,0.5,0.5,0.5,0.3929091792132103,0.3929091792132103,0.5,0.0,0.0,0.6740000000000002,0.6780909547615879
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,GEMMA,0.0,True,0.57,0.576923076923077,0.57,0.5601023017902814,0.5601023017902813,0.57,0.14,0.1467598771410685,,
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,QWEN,0.0,True,0.53,0.5380517503805176,0.53,0.5037482842360892,0.5037482842360892,0.53,0.06,0.0675737378399485,,
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-QWEN3-8B,0.0,True,0.53,0.5452079566003616,0.53,0.4868435418713833,0.4868435418713833,0.53,0.06,0.0736542924210354,,
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.46,0.4565972222222222,0.46,0.449204406364749,0.449204406364749,0.4599999999999999,-0.08,-0.0833333333333333,,
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.51,0.5162443144899285,0.51,0.4579046354685253,0.4579046354685253,0.51,0.02,0.025490637096729,,
off,hidden,32,10,2,synthetic_wide_dense_0,synthetic_wide_dense,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.5,0.5,0.5,0.4637494637494637,0.4637494637494637,0.5,0.0,0.0,,
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,DUMMY,,False,0.51,0.2601,0.51,0.3445033112582781,0.3377483443708609,0.5,0.0,0.0,0.5,0.7203081848910707
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,RF,,False,0.56,0.5728,0.56,0.5305534105534107,0.5280995280995281,0.5550220088035214,0.1111111111111111,0.1270424702571267,0.5876350540216086,0.6872631069020777
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,REALTABPFN-V2,,False,0.53,0.592517730496454,0.53,0.415962382445141,0.4106583072100314,0.5212084833933573,0.0431596091205213,0.0892859626116498,0.5662264905962385,0.6998932749518386
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,GEMMA,0.0,True,0.57,0.57075,0.57,0.5656908593987245,0.5647332725984411,0.5680272108843537,0.1365461847389557,0.1388321879725071,,
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,QWEN,0.0,True,0.58,0.5798383838383838,0.58,0.5789883580891209,0.5784825371336813,0.5790316126450581,0.158316633266533,0.1588277435368532,,
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-QWEN3-8B,0.0,True,0.54,0.54,0.54,0.54,0.5398159263705482,0.5398159263705482,0.0796318527410964,0.0796318527410964,,
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.56,0.5828919330289194,0.56,0.5355863808322825,0.537620849096259,0.564625850340136,0.1280221957986522,0.1455378926385571,,
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-MISTRAL-7B-FP16,0.0,True,0.5,0.4944190766108574,0.5,0.4719864176570458,0.4694397283531409,0.4953981592637054,-0.0092854259184496,-0.0103633793519715,,
off,hidden,32,10,2,synthetic_wide_nonlinear_0,synthetic_wide_nonlinear,0,0,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,0.0,True,0.62,0.639621175327829,0.62,0.6024295922656578,0.6006725514922235,0.6158463385354142,0.2335619201290842,0.2552508884193323,,
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,DUMMY,,False,0.5,0.25,0.5,0.3333333333333332,0.3333333333333333,0.5,0.0,0.0,0.5,0.7254164411287308
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,RF,,False,0.46,0.3641304347826087,0.46,0.3443419135502671,0.3443419135502671,0.46,-0.08,-0.1474419561548971,0.3647999999999999,0.7695914381275257
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,REALTABPFN-V2,,False,0.48,0.4320652173913044,0.48,0.3686255463817388,0.3686255463817387,0.48,-0.04,-0.0737209780774485,0.4313999999999999,0.805363200660026
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,GEMMA,0.0,True,0.44,0.4399038461538461,0.44,0.4397759103641456,0.4397759103641456,0.44,-0.1200000000000001,-0.1200961153538153,,
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,QWEN,0.0,True,0.51,0.5177179305457122,0.51,0.4501178318931657,0.4501178318931657,0.51,0.02,0.0266217434032501,,
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-QWEN3-8B,0.0,True,0.5,0.5,0.5,0.3929091792132103,0.3929091792132103,0.5,0.0,0.0,,
off,hidden,32,10,2,synthetic_wide_sparse_0,synthetic_wide_sparse,0,0,LOCAL-QWEN3-32B-FP8,0.0,True,0.54,0.5424448217317487,0.54,0.5332792207792209,0.5332792207792207,0.54,0.0799999999999999,0.0824085643430329,,
