dataset,model,reasoning,labels,feature_cap,n_train,balanced_accuracy__mean,balanced_accuracy__std,balanced_accuracy__count,matthews_corrcoef__mean,matthews_corrcoef__std,matthews_corrcoef__count,f1_macro__mean,f1_macro__std,f1_macro__count,f1_score__mean,f1_score__std,f1_score__count,roc_auc__mean,roc_auc__std,roc_auc__count
Amazon_employee_access,LOCAL-QWEN3-8B,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.48453608247422675,0.0,5,0.9109278350515464,0.0,5,,,0
Amazon_employee_access,QWEN,off,hidden,full,50,0.4960992907801418,0.06464219013800306,5,-0.0190032126912932,0.09759827360121004,5,0.4871250387754181,0.0437100145859833,5,0.8787424413188386,0.016118263530216646,5,,,0
Amazon_employee_access,QWEN,off,visible,full,50,0.5283687943262411,0.13323261814095425,5,0.018636521083589635,0.17737743616993187,5,0.5011795648600653,0.07362292313740926,5,0.8810001906325752,0.019695141259083854,5,,,0
Amazon_employee_access,REALTABPFN-V2,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.48453608247422675,0.0,5,0.9109278350515464,0.0,5,0.475177304964539,0.06078677748727815,5
Amazon_employee_access,REALTABPFN-V2,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.48453608247422675,0.0,5,0.9109278350515464,0.0,5,0.475177304964539,0.06078677748727815,5
Amazon_employee_access,RF,off,hidden,full,50,0.49361702127659574,0.0069353217076624,5,-0.02118301978358136,0.020481147061689724,5,0.48130878143302597,0.00351555002279747,5,0.9048605090940889,0.0066092340428592425,5,0.5154255319148936,0.08820498760294866,5
Amazon_employee_access,RF,off,visible,full,50,0.49361702127659574,0.0069353217076624,5,-0.02118301978358136,0.020481147061689724,5,0.48130878143302597,0.00351555002279747,5,0.9048605090940889,0.0066092340428592425,5,0.5154255319148936,0.08820498760294866,5
Bank_Customer_Churn,DUMMY,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4444444444444445,0.0,5,0.7111111111111111,0.0,5,0.5,0.0,5
Bank_Customer_Churn,DUMMY,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.4444444444444445,0.0,5,0.7111111111111111,0.0,5,0.5,0.0,5
Bank_Customer_Churn,GEMMA,off,hidden,full,50,0.5900000000000001,0.04731047716943888,5,0.24807765100096918,0.03735602604975348,5,0.589108493125768,0.05664638337258206,5,0.762146659608782,0.01749059297071272,5,,,0
Bank_Customer_Churn,GEMMA,off,visible,full,50,0.5974999999999999,0.05669959215020863,5,0.23258488137908623,0.10895995268268434,5,0.5973779942508689,0.072223400516299,5,0.7598901662495658,0.03438736161071237,5,,,0
Bank_Customer_Churn,LOCAL-GEMMA-3-27B,off,hidden,full,50,0.51875,0.036443449342783096,5,0.0544150901349227,0.14638169912048604,5,0.4951522311103405,0.062417968334002955,5,0.7231526606856356,0.027949971376426644,5,,,0
Bank_Customer_Churn,LOCAL-MISTRAL-7B-FP16,off,hidden,full,50,0.5025000000000001,0.012960275845829804,5,0.02010075630518424,0.10420453856999636,5,0.45322337501108445,0.023152351269236288,5,0.7137288285891638,0.011672530011554405,5,,,0
Bank_Customer_Churn,LOCAL-MISTRAL-7B-FP16,off,visible,full,50,0.5,0.015934435979977457,5,0.012564823004959896,0.11166006202583094,5,0.4519608683040176,0.0241144275956891,5,0.7117088178578568,0.013962358035806819,5,,,0
Bank_Customer_Churn,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,hidden,full,50,0.53625,0.05836308764964375,5,0.07720139543924653,0.13675203916126144,5,0.5263296707987435,0.0714011424787458,5,0.7206833564192386,0.033221655267216564,5,,,0
Bank_Customer_Churn,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,visible,full,50,0.5337500000000001,0.0804770930140994,5,0.05486348348241278,0.16718057661846986,5,0.5179861446161234,0.0902058857931926,5,0.7187678413758074,0.036998683857448554,5,,,0
Bank_Customer_Churn,LOCAL-QWEN3-30B-A3B,off,hidden,full,50,0.49874999999999997,0.0027950849718747233,5,-0.01005037815259212,0.022473328748774734,5,0.44382371198013654,0.0013879999860333845,5,0.7101179391682185,0.00222079997765342,5,,,0
Bank_Customer_Churn,LOCAL-QWEN3-30B-A3B,off,visible,full,50,0.5075000000000001,0.01677050983124846,5,0.030618621784789718,0.06846531968814575,5,0.4608585858585858,0.03670313599431474,5,0.7173737373737373,0.014003658040907696,5,,,0
Bank_Customer_Churn,LOCAL-QWEN3-32B-FP8,off,hidden,full,50,0.5475,0.0675462804305315,5,0.12312826478966574,0.15510671495831765,5,0.5359679857328179,0.08976743121283293,5,0.7399499838090093,0.041256564166661513,5,,,0
Bank_Customer_Churn,LOCAL-QWEN3-32B-FP8,off,visible,full,50,0.5075000000000001,0.023962861890851048,5,0.0045175418906823,0.070887197853967,5,0.4650283763412255,0.049521391445027936,5,0.7140454021459608,0.012365126430568247,5,,,0
Bank_Customer_Churn,LOCAL-QWEN3-8B,off,hidden,full,50,0.505,0.011180339887498926,5,0.04020151261036848,0.08989331499509894,5,0.4544648399397002,0.022406285488824673,5,0.715715172474949,0.010294994182121837,5,,,0
Bank_Customer_Churn,LOCAL-QWEN3-8B,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.4444444444444445,0.0,5,0.7111111111111111,0.0,5,,,0
Bank_Customer_Churn,QWEN,off,hidden,full,50,0.51875,0.022963966338592285,5,0.0851877170855031,0.12874121926995405,5,0.488963810920632,0.04616904474602645,5,0.7256148247457386,0.01929834638479133,5,,,0
Bank_Customer_Churn,QWEN,off,visible,full,50,0.52,0.013549677117924213,5,0.10402435220194968,0.07114581121075292,5,0.4907474441172452,0.03251300800988683,5,0.7271215711339425,0.00938771996113099,5,,,0
Bank_Customer_Churn,REALTABPFN-V2,off,hidden,full,50,0.54,0.07403018809918016,5,0.1259311825840127,0.21920865133760312,5,0.5188404774411189,0.11162328501502172,5,0.7409139946750212,0.054534330373667714,5,0.7676875,0.0723933752580303,5
Bank_Customer_Churn,REALTABPFN-V2,off,visible,full,50,0.54,0.07403018809918016,5,0.1259311825840127,0.21920865133760312,5,0.5188404774411189,0.11162328501502172,5,0.7409139946750212,0.054534330373667714,5,0.7676875,0.0723933752580303,5
Bank_Customer_Churn,RF,off,hidden,full,50,0.56875,0.039031237489989996,5,0.2531827293457575,0.14132627957220734,5,0.5744038402188691,0.05783289426191463,5,0.7659794776835238,0.03136595439908295,5,0.7531874999999999,0.08715260278313557,5
Bank_Customer_Churn,RF,off,visible,full,50,0.56875,0.039031237489989996,5,0.2531827293457575,0.14132627957220734,5,0.5744038402188691,0.05783289426191463,5,0.7659794776835238,0.03136595439908295,5,0.7531874999999999,0.08715260278313557,5
Bioresponse,DUMMY,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.3548387096774194,0.0,5,0.3903225806451613,0.0,5,0.5,0.0,5
Bioresponse,DUMMY,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.3548387096774194,0.0,5,0.3903225806451613,0.0,5,0.5,0.0,5
Bioresponse,REALTABPFN-V2,off,hidden,full,50,0.6494949494949495,0.0682846213380023,5,0.31738454767828567,0.13859231158261487,5,0.6452404399023846,0.07525241657958337,5,0.6536388012511726,0.07195542041589217,5,0.7216969696969697,0.09720831331702563,5
Bioresponse,REALTABPFN-V2,off,visible,full,50,0.6494949494949495,0.0682846213380023,5,0.31738454767828567,0.13859231158261487,5,0.6452404399023846,0.07525241657958337,5,0.6536388012511726,0.07195542041589217,5,0.7216969696969697,0.09720831331702563,5
Bioresponse,RF,off,hidden,full,50,0.6135353535353536,0.07011148875194986,5,0.23521858597799367,0.14469873468404995,5,0.612553443122593,0.07150779903101719,5,0.6197374323722962,0.07040573996630439,5,0.6930505050505051,0.0933375529239876,5
Bioresponse,RF,off,visible,full,50,0.6135353535353536,0.07011148875194986,5,0.23521858597799367,0.14469873468404995,5,0.612553443122593,0.07150779903101719,5,0.6197374323722962,0.07040573996630439,5,0.6930505050505051,0.0933375529239876,5
Diabetes130US,DUMMY,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,0.5,0.0,5
Diabetes130US,DUMMY,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,0.5,0.0,5
Diabetes130US,GEMMA,off,hidden,full,50,0.5124542124542124,0.03535267713974871,5,0.021546267995991197,0.09612936395714561,5,0.5028627947016082,0.04529351486458371,5,0.8566388577854983,0.013962539249921286,5,,,0
Diabetes130US,GEMMA,off,visible,full,50,0.5124542124542124,0.03765012256138143,5,0.030496896598941097,0.11747627490988204,5,0.5043723174877267,0.049005917247587336,5,0.8569013407713856,0.016582022350555406,5,,,0
Diabetes130US,LOCAL-GEMMA-3-27B,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,,,0
Diabetes130US,LOCAL-LLAMA-3.1-8B,off,hidden,full,50,0.5,0.0,4,0.0,0.0,4,0.4764397905759162,0.0,4,0.8671204188481676,0.0,4,,,0
Diabetes130US,LOCAL-LLAMA-3.1-8B,off,visible,full,50,0.49725274725274726,0.0038852020944315662,2,-0.01580348853102535,0.02234950781338371,2,0.4750620005511159,0.0019484893391748359,2,0.8646128410030312,0.0035462505972982594,2,,,0
Diabetes130US,LOCAL-MISTRAL-7B-FP16,off,hidden,full,50,0.5113553113553113,0.04173252855275055,5,0.0059426930727814,0.07193260025497476,5,0.48844438057639844,0.034946960630385354,5,0.8525243282046008,0.02024533324163641,5,,,0
Diabetes130US,LOCAL-MISTRAL-7B-FP16,off,visible,full,50,0.47557997557997556,0.049874574518925754,5,-0.03250373180059872,0.09598063577170932,5,0.4300895411540768,0.1240211323987708,5,0.7354198361190887,0.2505631613591882,5,,,0
Diabetes130US,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,hidden,full,50,0.5036630036630036,0.0570238290502831,5,0.017951882453288815,0.15797372404202534,5,0.5032955130554481,0.07294268646866871,5,0.8491362952993772,0.02892061638328243,5,,,0
Diabetes130US,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,visible,full,50,0.4559218559218559,0.021176540550601978,5,-0.06151730327357604,0.03855003976653012,5,0.44622104709168664,0.011634150976194997,5,0.742440624025188,0.030751626407163973,5,,,0
Diabetes130US,LOCAL-QWEN3-30B-A3B,off,hidden,full,50,0.4967032967032967,0.0073716526730762295,5,-0.0110612781779139,0.024733769923850492,5,0.47476885373732863,0.003736328357190243,5,0.8640793138019383,0.006800117610086317,5,,,0
Diabetes130US,LOCAL-QWEN3-30B-A3B,off,visible,full,50,0.4956043956043956,0.006018929203353469,5,-0.01797059720094716,0.024607253646994894,5,0.4742236627053381,0.0030345580625788164,5,0.8630870661237153,0.00552289567389354,5,,,0
Diabetes130US,LOCAL-QWEN3-32B-FP8,off,hidden,full,50,0.48571428571428565,0.008332830158298433,5,-0.04938169855338894,0.01662675819951991,5,0.46918696217161404,0.004266481631824251,5,0.8539202711523375,0.007764996569920219,5,,,0
Diabetes130US,LOCAL-QWEN3-32B-FP8,off,visible,full,50,0.4978021978021978,0.003009464601676726,5,-0.012642790824820279,0.01731185431143353,5,0.475337558556076,0.0015092933521773989,5,0.8651143565720585,0.002746913900962848,5,,,0
Diabetes130US,LOCAL-QWEN3-8B,off,hidden,full,50,0.5167277167277167,0.04716211062364716,5,0.047426655798577536,0.1390443445388976,5,0.5054372921667774,0.06960487258074276,5,0.8694343332819964,0.015176814869354453,5,,,0
Diabetes130US,LOCAL-QWEN3-8B,off,visible,full,50,0.4989010989010989,0.0024572175576920677,5,-0.0063213954124101395,0.01413506985480439,5,0.4758886745659961,0.0012323328616697798,5,0.8661173877101132,0.0022428458082390103,5,,,0
Diabetes130US,QWEN,off,hidden,full,50,0.5057387057387057,0.0387910569824502,5,-0.0006764470603710992,0.08563332512641063,5,0.491207727209825,0.04583184987150198,5,0.857553619077437,0.009695860626315162,5,,,0
Diabetes130US,QWEN,off,visible,full,50,0.49862637362637363,0.0027472527472527375,4,-0.007901744265512675,0.01580348853102535,4,0.4757508955635161,0.0013777900248002429,4,0.8658666299255994,0.002507577845136444,4,,,0
Diabetes130US,REALTABPFN-V2,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,0.5567765567765568,0.07806176029046327,5
Diabetes130US,REALTABPFN-V2,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,0.5567765567765568,0.07806176029046327,5
Diabetes130US,RF,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,0.5304029304029305,0.09620993770653305,5
Diabetes130US,RF,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.4764397905759162,0.0,5,0.8671204188481676,0.0,5,0.5304029304029305,0.09620993770653305,5
E-CommereShippingData,DUMMY,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.375,0.0,5,0.45,0.0,5,0.5,0.0,5
E-CommereShippingData,DUMMY,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.375,0.0,5,0.45,0.0,5,0.5,0.0,5
E-CommereShippingData,GEMMA,off,hidden,full,50,0.5858333333333333,0.05200827925543308,5,0.18721237844995153,0.10550480602090598,5,0.5784722570415421,0.06197550385417619,5,0.605856514355262,0.053240520835533545,5,,,0
E-CommereShippingData,GEMMA,off,visible,full,50,0.6158333333333333,0.036609804394148,5,0.2371657884112973,0.07151070707540685,5,0.6094569644017869,0.0353201269238014,5,0.6239313582986428,0.03402748094110567,5,,,0
E-CommereShippingData,LOCAL-GEMMA-3-27B,off,hidden,full,50,0.4991666666666667,0.024366985862022402,5,0.007571974855328597,0.0744624036967949,5,0.4483194646223721,0.03744164517032256,5,0.49985717153810183,0.028538573734662696,5,,,0
E-CommereShippingData,LOCAL-MISTRAL-7B-FP16,off,hidden,full,50,0.53,0.04577647988990759,5,0.06654299915041519,0.10442029529931722,5,0.5184125945949697,0.05343948444515666,5,0.5519544681247415,0.047413233301788434,5,,,0
E-CommereShippingData,LOCAL-MISTRAL-7B-FP16,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.375,0.0,5,0.45,0.0,5,,,0
E-CommereShippingData,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,hidden,full,50,0.5625,0.033333333333333354,5,0.148597202838492,0.06477616655498801,5,0.5443695396852631,0.05630140436317675,5,0.5796633986631838,0.0447786799992017,5,,,0
E-CommereShippingData,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,visible,full,50,0.5716666666666667,0.04118471264383854,5,0.1657999184661184,0.08331003471977808,5,0.5601625388640891,0.04823551078694311,5,0.5909377417561983,0.04244239347463176,5,,,0
E-CommereShippingData,LOCAL-QWEN3-30B-A3B,off,hidden,full,50,0.5641666666666667,0.023124061542519322,5,0.14578658840402864,0.047472282128568855,5,0.5512318612983299,0.03516948825548346,5,0.5767121851330026,0.034131305858381825,5,,,0
E-CommereShippingData,LOCAL-QWEN3-30B-A3B,off,visible,full,50,0.5858333333333333,0.04162497914580725,5,0.17358876957607397,0.08621504698619845,5,0.5679153019663289,0.033859542595646594,5,0.5729949420835556,0.034085851819817506,5,,,0
E-CommereShippingData,LOCAL-QWEN3-32B-FP8,off,hidden,full,50,0.5675,0.01650967729679909,5,0.18204528699329575,0.03846169023111057,5,0.5442484459282008,0.03637900998587692,5,0.5826240797126083,0.02628794217505377,5,,,0
E-CommereShippingData,LOCAL-QWEN3-32B-FP8,off,visible,full,50,0.5858333333333332,0.05493051165892334,5,0.1722060122407778,0.10264104960904673,5,0.5735817801404003,0.06624280514600503,5,0.5927697558054719,0.05095574338058183,5,,,0
E-CommereShippingData,LOCAL-QWEN3-8B,off,hidden,full,50,0.5866666666666667,0.03935239651039198,5,0.18982481826298478,0.06927842033306446,5,0.5742491155908629,0.04851014371064309,5,0.6003362597626093,0.034463589893790704,5,,,0
E-CommereShippingData,LOCAL-QWEN3-8B,off,visible,full,50,0.5850000000000001,0.04728753653037038,5,0.20154240840063933,0.08693250316745879,5,0.529569613668465,0.10156084368127942,5,0.5232670225238794,0.12492459416897643,5,,,0
E-CommereShippingData,QWEN,off,hidden,full,50,0.5475,0.04645412910722916,5,0.11739826549459778,0.10238028878919134,5,0.525472527582923,0.06720114538720662,5,0.5624056210473095,0.05612622594188972,5,,,0
E-CommereShippingData,QWEN,off,visible,full,50,0.5599999999999999,0.03779972810013913,5,0.1535314852875905,0.10382610940099896,5,0.5432091047053204,0.0425508430375757,5,0.5791159437788005,0.03853687831253193,5,,,0
E-CommereShippingData,REALTABPFN-V2,off,hidden,full,50,0.6008333333333333,0.050121380445651904,5,0.24256211928077712,0.10436607757404491,5,0.5888648759232893,0.059497139925857714,5,0.6188460185854646,0.05007375768460184,5,0.7457499999999999,0.02830022575489069,5
E-CommereShippingData,REALTABPFN-V2,off,visible,full,50,0.6008333333333333,0.050121380445651904,5,0.24256211928077712,0.10436607757404491,5,0.5888648759232893,0.059497139925857714,5,0.6188460185854646,0.05007375768460184,5,0.7457499999999999,0.02830022575489069,5
E-CommereShippingData,RF,off,hidden,full,50,0.5966666666666667,0.02436698586202244,5,0.206730187209907,0.04557724395987134,5,0.5944384338831856,0.028588152391694113,5,0.61865672933009,0.02333039145554363,5,0.7284166666666667,0.0224152532082261,5
E-CommereShippingData,RF,off,visible,full,50,0.5966666666666667,0.02436698586202244,5,0.206730187209907,0.04557724395987134,5,0.5944384338831856,0.028588152391694113,5,0.61865672933009,0.02333039145554363,5,0.7284166666666667,0.0224152532082261,5
Fitness_Club,DUMMY,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4117647058823529,0.0,5,0.5764705882352941,0.0,5,0.5,0.0,5
Fitness_Club,DUMMY,off,visible,full,50,0.5,0.0,5,0.0,0.0,5,0.4117647058823529,0.0,5,0.5764705882352941,0.0,5,0.5,0.0,5
Fitness_Club,GEMMA,off,hidden,full,50,0.6047619047619047,0.033460641244179044,5,0.23632807466487077,0.07517734610144576,5,0.608555931286061,0.03827708684899631,5,0.6836456029782211,0.03357074104444676,5,,,0
Fitness_Club,GEMMA,off,visible,full,50,0.6090476190476191,0.03807291012335111,5,0.25412112905259165,0.07736387652821072,5,0.6132938878931639,0.04300397063463518,5,0.6918616351085957,0.03206824701273077,5,,,0
Fitness_Club,LOCAL-GEMMA-3-27B,off,hidden,full,50,0.579047619047619,0.056328522919841105,5,0.18809568879775035,0.12227957147304827,5,0.5739840049888689,0.05958903175456411,5,0.6609049058785235,0.04142277194933518,5,,,0
Fitness_Club,LOCAL-MISTRAL-7B-FP16,off,hidden,full,50,0.52,0.024490268324997722,5,0.05165102868151876,0.059495962763517415,5,0.5012145653011505,0.042702666786421366,5,0.6113463707186553,0.024113296828976154,5,,,0
Fitness_Club,LOCAL-MISTRAL-7B-FP16,off,visible,full,50,0.5033333333333333,0.054048143483925094,5,-0.006449087930314882,0.11757087650613282,5,0.4283792498393127,0.1087301060064346,5,0.4767797790819316,0.16687033369513798,5,,,0
Fitness_Club,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,hidden,full,50,0.5714285714285714,0.04526941271864652,5,0.17107855000371255,0.11139938912652678,5,0.5708222136914836,0.05392503759909409,5,0.6563197083366863,0.048767117844824834,5,,,0
Fitness_Club,LOCAL-MISTRAL-SMALL-3.1-24B-FP16,off,visible,full,50,0.5585714285714285,0.051220921179142294,5,0.1426234636036722,0.12475719371294708,5,0.548957077302673,0.07066728209385556,5,0.6476976812760574,0.047982535450460814,5,,,0
Fitness_Club,LOCAL-QWEN3-30B-A3B,off,hidden,full,50,0.5328571428571429,0.0416292348870228,5,0.1075790002856547,0.15202575990331435,5,0.4904828123827768,0.07247659527665413,5,0.6228913316976233,0.047471291514807244,5,,,0
Fitness_Club,LOCAL-QWEN3-30B-A3B,off,visible,full,50,0.5276190476190477,0.04297602558997526,5,0.08411063539208419,0.16512559662536122,5,0.47968315164217323,0.07703254079752835,5,0.6161914264077408,0.050387488274978354,5,,,0
Fitness_Club,LOCAL-QWEN3-32B-FP8,off,hidden,full,50,0.5580952380952381,0.036289026220557095,5,0.13159160752279886,0.07717265717864397,5,0.5544731374448366,0.04493793354577646,5,0.6418854578819022,0.0330973287938551,5,,,0
Fitness_Club,LOCAL-QWEN3-32B-FP8,off,visible,full,50,0.5504761904761905,0.057078336590483315,5,0.13292533626486844,0.1805119058255227,5,0.5271749648378595,0.09091280862791047,5,0.6425112937562284,0.06112880718193934,5,,,0
Fitness_Club,LOCAL-QWEN3-8B,off,hidden,full,50,0.5180952380952382,0.043954212416054586,5,0.05173538327056546,0.14087454181028755,5,0.47529823749945377,0.07476331713047397,5,0.6017713019922653,0.041900860049653245,5,,,0
Fitness_Club,LOCAL-QWEN3-8B,off,visible,full,50,0.5095238095238095,0.025477303046467517,5,0.02191665693429988,0.09039483843021534,5,0.4363442315439167,0.05692720595245413,5,0.5903691036486629,0.033867884537786816,5,,,0
Fitness_Club,QWEN,off,hidden,full,50,0.599047619047619,0.07335883910188613,5,0.2262534045520357,0.16954964292707442,5,0.592528815911852,0.10178771172799944,5,0.6813337127522291,0.06789621960513328,5,,,0
Fitness_Club,QWEN,off,visible,full,50,0.5976190476190476,0.059642738332739746,5,0.22900407464209205,0.12652619126085007,5,0.5959396846592755,0.07679063979862757,5,0.6828716956877031,0.05139963755455871,5,,,0
Fitness_Club,REALTABPFN-V2,off,hidden,full,50,0.5971428571428572,0.06781326902444913,5,0.2709752638196109,0.16074878713901905,5,0.5807502530237798,0.1101054499303365,5,0.6833836100652688,0.06952390705251009,5,0.773952380952381,0.02614801753215103,5
Fitness_Club,REALTABPFN-V2,off,visible,full,50,0.5971428571428572,0.06781326902444913,5,0.2709752638196109,0.16074878713901905,5,0.5807502530237798,0.1101054499303365,5,0.6833836100652688,0.06952390705251009,5,0.773952380952381,0.02614801753215103,5
Fitness_Club,RF,off,hidden,full,50,0.6371428571428572,0.05794574833900147,5,0.3170593370152416,0.11343397981588477,5,0.6423743555743018,0.06919907867722253,5,0.7167110525859354,0.04692094812728418,5,0.735,0.044040539971686665,5
Fitness_Club,RF,off,visible,full,50,0.6371428571428572,0.05794574833900147,5,0.3170593370152416,0.11343397981588477,5,0.6423743555743018,0.06919907867722253,5,0.7167110525859354,0.04692094812728418,5,0.735,0.044040539971686665,5
GiveMeSomeCredit,DUMMY,off,hidden,full,50,0.5,0.0,5,0.0,0.0,5,0.4818652849740932,0.0,5,0.8962694300518134,0.0,5,0.5,0.0,5
